visit_id,agreement_id,vehicle_dealership_name,customer_id,vehicle_agency_brand_name,branch_division_name,branch_division_id,visit_start_date,visit_end_date,audit_sfctry_score_epse_type,agency_score_give_person_name,block_agncy_cr_line_mark_type,agency_rating_date,audit_score_hms_date,audit_bncl_financed_veh_number,audit_bncl_financed_veh_amount,operation_currency_type,audit_agncy_verif_veh_number,audit_agncy_verif_veh_amount,audit_non_verified_veh_number,audit_non_verified_veh_amount,audit_agncy_found_veh_number,audit_imperfect_veh_number,pend_delivery_paid_veh_number,non_paid_dspsl_sold_veh_number,brand_same_exchange_veh_number,liquidated_vehicles_number,agency_arrive_pend_veh_number,audit_missing_vehicles_number,agency_rej_audit_visit_number,agency_transferred_veh_number,stln_reported_veh_tot_number,agncy_penalty_vehicle_number,audit_non_verified_veh_per,level1_service_group_type,purchase_amount,settlement_days_number,audit_rgtry_new_veh_number,audit_rgtry_prwd_veh_number
55421,HERM7,AUTOMOVILES HERMT SA,B4684521,SUZUKI,Occidente,1793.0,18/03/2021,18/03/2021,Satisfactoria,Edgar Aguilar,FALSE,18/03/2021,08:52 p. m.,22,5983308.46,MXP,21,5669066.65,1,314241.81,16,0,5,0,0,0,0,0,0,1,0,0,4,15:53,,12.0,22,0
55422,SAUR1,SAU REAL SA DE CV,C1921311,HYUNDAI,Bajío,810.0,17/03/2021,18/03/2021,Satisfactoria,Fabiola Alvarez Paez,FALSE,18/03/2021,03:57 p. m.,20,6568772.93,MXP,18,6131205.71,2,437567.22,15,0,3,0,0,0,1,0,0,1,0,0,10,13:6,,12.0,20,0
55423,JLRES,JLRESM1,C1869051,JAGUAR LAND ROVER,Metropolitana,811.0,22/03/2021,22/03/2021,Deficiente con Bloqueo,Fabiola Alvarez Paez,TRUE,23/03/2021,01:32 p. m.,18,27702485.48,MXP,11,16671903.96,7,11030581.52,6,1,2,0,0,2,0,6,0,1,0,0,5,14:56,,12.0,18,0
55424,NEON1,NEON 1 CHR,22812541,CHRYSLER,Metropolitana,811.0,18/03/2021,18/03/2021,Satisfactoria,Edgar Aguilar,FALSE,18/03/2021,09:36 p. m.,11,5464058.0,MXP,10,5036289.0,1,427769.0,10,0,0,0,0,0,0,0,0,1,0,0,9,15:48,,12.0,11,0
55425,A0021,A0021 HONDA CAMPESTR,21634569,HONDA,Bajío,810.0,18/03/2021,18/03/2021,Satisfactoria,Fabiola Alvarez Paez,FALSE,18/03/2021,03:46 p. m.,7,2122994.96,MXP,0,0.0,7,2122994.96,0,0,0,0,0,0,7,0,0,0,0,0,100,13:33,,12.0,7,0
55426,A0112,A0112 HONDA SANTA FE,73699617,HONDA,Noroeste,819.0,18/03/2021,18/03/2021,Satisfactoria,Edgar Aguilar,FALSE,18/03/2021,07:56 p. m.,1,326378.68,MXP,0,0.0,1,326378.68,0,0,0,0,0,0,1,0,0,0,0,0,100,16:52,,12.0,1,0
55427,VSEA2,SEMI VAQCSA AUT QUER,52924664,VOLKSWAGEN,Bajío,1835.0,18/03/2021,19/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,19/03/2021,10:30 a. m.,3,570480.0,MXP,3,570480.0,0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0,8:30,3.0,6.0,0,3
55428,VAQA2,VAQCSA AUTOM QUERETA,52924664,VOLKSWAGEN,Bajío,1835.0,18/03/2021,19/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,19/03/2021,10:39 a. m.,9,3639459.46,MXP,9,3639459.46,0,0.0,7,0,0,0,0,2,0,0,0,0,0,0,0,8:30,,12.0,9,0
55429,DAZ46,DESERTICA AUTOMOTRIZ,B3746097,SEMINUEVOS,Metro Corporativa,1853.0,18/03/2021,18/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,18/03/2021,05:09 p. m.,7,1914640.0,MXP,7,1914640.0,0,0.0,3,0,0,0,0,4,0,0,0,0,0,0,0,8:39,7.0,6.0,0,7
55430,MAYM1,NISSAN01 MAYA MOTRIZ,17116490,NISSAN,Sureste,1810.0,18/03/2021,18/03/2021,Deficiente con Bloqueo,Fabiola Alvarez Paez,TRUE,19/03/2021,06:01 p. m.,1,373683.53,MXP,1,373683.53,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,18:1,,12.0,1,0
55431,10180,GRUPO SONI,C4123357,No Asiganda,Bajío,810.0,18/03/2021,18/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,18/03/2021,11:43 a. m.,5,1575816.24,MXP,5,1575816.24,0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,8:30,,12.0,5,0
55432,JLMAB,MABER MOTORS SAPI DE,C0879585,JAGUAR LAND ROV,Bajío,830.0,19/03/2021,19/03/2021,Satisfactoria,Fabiola Alvarez Paez,FALSE,19/03/2021,05:41 p. m.,15,19395599.03,MXP,14,18370928.11,1,1024670.92,12,0,1,0,0,1,1,0,0,0,0,0,6,14:30,,12.0,15,0
55433,HYFR1,HYUNDAI FARRERA,B1498021,HYUNDAI,Sureste,1809.0,23/03/2021,23/03/2021,Satisfactoria,Fabiola Alvarez Paez,FALSE,24/03/2021,11:19 a. m.,61,17963738.38,MXP,51,13737081.7,10,4226656.68,35,0,16,0,0,0,10,0,0,0,0,0,16,15:16,,12.0,61,0
55434,INAM1,INDICE AUT VW ,17492678,VOLKSWAGEN,Noreste,832.0,22/03/2021,22/03/2021,Satisfactoria,Edgar Aguilar,FALSE,23/03/2021,07:57 p. m.,11,2518495.82,MXP,11,2518495.82,0,0.0,9,0,2,0,0,0,0,0,0,0,0,0,0,21:0,,5.0,11,0
55435,10136,HONDA  ACUEDUCTO,19154943,HONDA,Metro Corporativa,1853.0,22/03/2021,22/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,22/03/2021,12:03 p. m.,2,700482.82,MXP,2,700482.82,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,8:30,,5.0,2,0
55436,10032,HONDA PLAZA SALTILLO,12204925,No Asiganda,Noreste,842.0,22/03/2021,22/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,22/03/2021,10:06 a. m.,4,1479458.72,MXP,4,1479458.72,0,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,8:30,,5.0,4,0
55437,10139,URUAPAN       ,84088027,HONDA,Occidente,1795.0,23/03/2021,23/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,23/03/2021,10:23 a. m.,4,1400965.64,MXP,4,1400965.64,0,0.0,0,0,0,0,0,4,0,0,0,0,0,0,0,8:30,,12.0,4,0
55438,AKJ01,ALDEN JUAREZ,B4426565,KIA,Metro Corporativa,1852.0,23/03/2021,23/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,23/03/2021,04:42 p. m.,13,4884407.09,MXP,13,4884407.09,0,0.0,9,0,0,0,0,4,0,0,0,0,0,0,0,8:30,,12.0,13,0
55439,LIZE5,VW PATRIA SEMINUEVOS,71631852,No Asiganda,Occidente,723.0,22/03/2021,22/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,22/03/2021,10:38 a. m.,8,1279280.0,MXP,8,1279280.0,0,0.0,8,0,0,0,0,0,0,0,0,0,0,0,0,8:30,1.0,5.0,0,8
55440,FORU2,FORD URUAPAN  ,17503938,FORD,Occidente,1802.0,22/03/2021,23/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,23/03/2021,11:17 a. m.,24,10578696.0,MXP,24,10578696.0,0,0.0,23,0,0,0,0,1,0,0,0,0,0,0,0,8:30,,5.0,24,0
55441,HYSAL,HYSAL HYUNDAI SALTIL,B4188549,HYUNDAI,Noreste,815.0,22/03/2021,24/03/2021,Deficiente con Bloqueo,Fabiola Alvarez Paez,TRUE,26/03/2021,08:51 p. m.,53,14738296.15,MXP,46,11981351.44,7,2756944.71,32,0,12,0,0,2,5,1,0,1,0,0,11,35:50,,12.0,53,0
55442,GMRA2,GM RAMOS            ,49144564,GENERAL MOTORS,Metro Corporativa,1853.0,22/03/2021,22/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,22/03/2021,09:56 a. m.,5,1766693.63,MXP,5,1766693.63,0,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,8:30,,5.0,5,0
55443,PRAD2,PROVEEDORA AUTOMOTRO,54139852,GENERAL MOTORS,Metro Corporativa,1853.0,23/03/2021,24/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,24/03/2021,11:25 a. m.,3,2721808.69,MXP,3,2721808.69,0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0,8:30,,5.0,3,0
55444,HYFR4,HYFR4 HYUNDAI FARRER,B1498021,HYUNDAI,Sureste,1809.0,22/03/2021,22/03/2021,Satisfactoria,Edgar Ricardo,FALSE,24/03/2021,10:17 p. m.,17,5202309.94,MXP,14,4062479.37,3,1139830.57,9,0,4,0,0,1,3,0,0,0,0,0,17,35:27,,12.0,16,1
55445,TSNS1,TOYO SEMINVO SALTILL,B5492748,No Asiganda,Noroeste,1829.0,22/03/2021,22/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,22/03/2021,10:02 a. m.,9,2127760.0,MXP,9,2127760.0,0,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,8:30,2.0,6.0,0,9
55446,GMSA2,GM SALTILLO,49175343,GENERAL MOTORS,Metro Corporativa,1853.0,22/03/2021,22/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,22/03/2021,12:25 p. m.,13,3084214.35,MXP,13,3084214.35,0,0.0,12,0,0,0,0,1,0,0,0,0,0,0,0,8:30,,5.0,13,0
55447,SOLM3,SOLANA MOTORS,38300503,GENERAL MOTORS,Occidente,723.0,22/03/2021,24/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,24/03/2021,10:57 a. m.,2,1091548.27,MXP,2,1091548.27,0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,0,8:30,,12.0,2,0
55448,CMC04,CHS GMC 4,75570951,GMC,Noroeste,818.0,22/03/2021,22/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,22/03/2021,01:23 p. m.,2,2280962.72,MXP,2,2280962.72,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,8:30,,5.0,2,0
55449,BUIC4,CHS BUICK 4,75570951,GMC,Noroeste,818.0,22/03/2021,22/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,22/03/2021,01:31 p. m.,2,944631.96,MXP,2,944631.96,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,8:30,,5.0,2,0
55450,ADCS1,SEMI AUTOM DEL CENTR,23944992,No Asiganda,Occidente,1802.0,22/03/2021,24/03/2021,Satisfactoria,Fabiola Alvarez Paez,FALSE,25/03/2021,08:53 a. m.,40,7117440.0,MXP,36,6369360.0,4,748080.0,35,0,1,0,0,0,0,0,0,4,0,0,10,15:16,6.0,6.0,0,40
55451,ATCE1,AUTOM DEL CENTRO,23944992,No Asiganda,Occidente,1802.0,22/03/2021,24/03/2021,Satisfactoria,Fabiola Alvarez Paez,FALSE,25/03/2021,08:50 a. m.,26,8712770.26,MXP,25,7837124.4,1,875645.86,23,0,0,0,0,2,0,0,0,1,0,0,3,15:21,,6.0,26,0
55452,KDMO1,POLARIS MORELIA,B2964258,POLARIS,Occidente,1795.0,23/03/2021,23/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,23/03/2021,12:54 p. m.,6,1949781.0,MXP,6,1949781.0,0,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,8:30,,12.0,6,0
55453,CAJ08,CALIDAD JAPONESA SA,68861426,SUZUKI,Sur,816.0,22/03/2021,24/03/2021,Satisfactoria,Fabiola Alvarez Paez,FALSE,25/03/2021,08:46 a. m.,112,33442865.79,MXP,103,30609973.71,9,2832892.08,93,0,0,0,0,10,1,0,0,8,0,0,8,15:18,,12.0,112,0
55454,CT006,COMASA TIJ6,17232646,NISSAN,Noroeste,819.0,23/03/2021,23/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,23/03/2021,02:26 p. m.,3,1012480.0,MXP,3,1012480.0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,8:30,3.0,6.0,0,3
55455,10177,10177 HONDA PAPE,C0636796,HONDA,Noreste,686.0,22/03/2021,22/03/2021,Satisfactoria,Edgar Aguilar,FALSE,23/03/2021,08:27 p. m.,21,9661472.74,MXP,18,8560175.06,3,1101297.68,11,0,7,0,0,0,3,0,0,0,0,0,14,20:27,,12.0,21,0
55456,MSS95,MOTOS SA,34169500,BMW,Metro Corporativa,1853.0,23/03/2021,23/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,23/03/2021,06:22 p. m.,2,687700.0,MXP,2,687700.0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,9:52,,12.0,2,0
55457,SBDOR,SEMIDORADA,85599000,SEMINUEVOS,Sur,715.0,22/03/2021,23/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,23/03/2021,02:43 p. m.,41,10916240.0,MXP,41,10916240.0,0,0.0,32,0,0,0,0,9,0,0,0,0,0,0,0,8:30,2556.123,6.0,0,41
55458,DORVW,VW DORADA,85599000,SEMINUEVOS,Sur,715.0,22/03/2021,23/03/2021,Satisfactoria,Fabiola Alvarez Paez,FALSE,24/03/2021,12:00 p. m.,118,38893305.98,MXP,113,36995678.93,5,1897627.05,96,0,0,0,0,17,0,0,0,5,0,0,4,12:57,,12.0,118,0
55459,10179,10179 HONDA PAPE,C0636796,HONDA,Noreste,821.0,22/03/2021,22/03/2021,Satisfactoria,Fabiola Alvarez Paez,FALSE,23/03/2021,08:07 p. m.,39,16737862.66,MXP,34,14986655.61,5,1751207.05,15,0,18,0,0,1,5,0,0,0,0,0,12,20:7,,12.0,39,0
55460,DOR20,BONNDORADA202,85599000,SEMINUEVOS,Sur,715.0,22/03/2021,22/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,22/03/2021,02:20 p. m.,25,8713754.21,MXP,25,8713754.21,0,0.0,9,0,0,0,0,16,0,0,0,0,0,0,0,8:30,,12.0,25,0
55461,MYL52,MYLSA FORD,17674450,No Asiganda,Sur,816.0,23/03/2021,23/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,23/03/2021,12:44 p. m.,2,1010518.0,MXP,2,1010518.0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,8:30,,12.0,2,0
55462,ELFE1,AUTOMOTRIZ ELFER FORD,17116345,No Asiganda,Noreste,815.0,23/03/2021,23/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,23/03/2021,03:27 p. m.,1,426895.0,MXP,1,426895.0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,8:30,,12.0,1,0
55463,SAMU2,SAMURAI MOTORS XALAPA,68317683,TOYOTA,Sur,7714.0,24/03/2021,24/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,24/03/2021,12:21 p. m.,2,542783.66,MXP,2,542783.66,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,8:30,,5.0,2,0
55464,HYDGO,HYUNDAI DURANGO,B4188549,HYUNDAI,Noreste,815.0,23/03/2021,24/03/2021,Satisfactoria,Edgar Ricardo,FALSE,25/03/2021,09:36 p. m.,93,23778843.29,MXP,90,23209290.77,3,569552.52,67,1,16,0,0,6,0,0,0,3,0,0,3,23:57,,12.0,93,0
55465,HYMO1,HYUNDAI MORELIA,B2333365,HYUNDAI,Occidente,723.0,23/03/2021,24/03/2021,Satisfactoria,Fabiola Alvarez Paez,FALSE,26/03/2021,08:02 p. m.,108,29490563.5,MXP,95,24842939.8,13,4647623.7,83,0,0,0,0,12,8,0,0,5,0,0,12,33:4,,5.0,108,0
55466,10160,ENSENADA OPTIMA,23121513,HONDA,Noroeste,819.0,23/03/2021,23/03/2021,Satisfactoria,Edgar Ricardo,FALSE,24/03/2021,10:08 p. m.,24,8688245.24,MXP,23,8311839.47,1,376405.77,20,0,1,0,0,2,0,0,0,1,0,0,4,22:8,,5.0,24,0
55467,10111,IMAGEN,24321634,HONDA,Occidente,1802.0,24/03/2021,25/03/2021,Satisfactoria,Fabiola Alvarez Paez,FALSE,26/03/2021,04:31 p. m.,8,3410242.58,MXP,5,2333353.99,3,1076888.59,5,0,0,0,0,0,3,0,0,0,0,0,37,22:28,,5.0,8,0
55468,10120,HONDA TEHUACAN      ,79967641,HONDA,Sur,816.0,23/03/2021,23/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,23/03/2021,12:24 p. m.,3,1050724.23,MXP,3,1050724.23,0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0,8:30,,5.0,3,0
55469,10067,HONDA TLAXCALA      ,26720390,HONDA,Sur,816.0,23/03/2021,23/03/2021,Satisfactoria,Edgar Aguilar,FALSE,24/03/2021,08:29 p. m.,25,10977503.9,MXP,20,9242013.69,5,1735490.21,18,0,0,0,0,2,5,0,0,0,0,0,20,20:29,,5.0,25,0
55470,GF007,FLOSOL        ,38649316,GENERAL MOTORS,Occidente,814.0,23/03/2021,24/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,24/03/2021,11:30 a. m.,23,13004223.7,MXP,23,13004223.7,0,0.0,21,0,0,0,0,2,0,0,0,0,0,0,0,8:30,,5.0,23,0
55471,10147,CAMELIAS      ,84088027,HONDA,Occidente,1795.0,23/03/2021,23/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,23/03/2021,12:20 p. m.,1,350241.41,MXP,1,350241.41,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,8:30,,12.0,1,0
55472,NISA1,NISSAN APIZACO,17288961,NISSAN,Sur,1804.0,23/03/2021,23/03/2021,Deficiente con Bloqueo,Fabiola Alvarez Paez,TRUE,24/03/2021,12:03 p. m.,5,1747910.48,MXP,5,1747910.48,0,0.0,2,0,1,2,0,0,0,0,0,0,0,0,0,12:29,,12.0,5,0
55473,AFFI1,AFLOSOL FIAT,23722397,FIAT,Occidente,1793.0,23/03/2021,25/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,25/03/2021,10:51 a. m.,7,1720603.74,MXP,7,1720603.74,0,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,8:30,,5.0,7,0
55474,AUTSI,AUTOMOTRIZDELASIERRA ,17116329,VOLKSWAGEN,Sur,1803.0,24/03/2021,24/03/2021,Satisfactoria,Fabiola Alvarez Paez,FALSE,25/03/2021,09:13 p. m.,5,1471635.0,MXP,5,1471635.0,0,0.0,3,0,2,0,0,0,0,0,0,0,0,0,0,25:13,,5.0,5,0
55475,CYSE1,SOLANA COUNTRY,A4800334,SUZUKI,Occidente,723.0,23/03/2021,23/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,23/03/2021,10:08 a. m.,1,132320.0,MXP,1,132320.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,8:30,,12.0,0,1
55476,AGAZ1,VOLKSWAGEN LEASING S,A3823993,VOLKSWAGEN,Occidente,723.0,23/03/2021,23/03/2021,Satisfactoria,Fabiola Alvarez Paez,FALSE,24/03/2021,11:12 a. m.,4,1378166.39,MXP,4,1378166.39,0,0.0,3,0,1,0,0,0,0,0,0,0,0,0,0,15:19,,12.0,4,0
55477,SNTX1,SEMI SAMURAI XALAPA ,68317683,TOYOTA,Sur,7714.0,24/03/2021,24/03/2021,Satisfactoria,Fabiola Alvarez Paez,FALSE,25/03/2021,08:34 a. m.,2,355040.0,MXP,2,355040.0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,13:13,1.0,5.0,0,2
55478,VKX01,VEHICULOS KOREANOS D,B4431298,KIA,Sur,7714.0,23/03/2021,24/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,24/03/2021,11:53 a. m.,1,507339.9,MXP,1,507339.9,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,8:30,,12.0,1,0
55479,VKX02,KIA XALAPA          ,B4431298,KIA,Sur,7714.0,23/03/2021,24/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,24/03/2021,11:55 a. m.,2,612000.0,MXP,2,612000.0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,8:30,,6.0,0,2
55480,GA002,GUTIERREZ MOTORS    ,17439227,GENERAL MOTORS,Metro Corporativa,1853.0,23/03/2021,25/03/2021,Satisfactoria,Fabiola Alvarez Paez,FALSE,26/03/2021,07:44 p. m.,35,16037470.06,MXP,35,16037470.06,0,0.0,0,0,33,0,0,2,0,0,0,0,0,0,0,24:12,,5.0,35,0
55481,MMT04,MANS MOTROS SEAT    ,34565683,SEAT,Metro Corporativa,1853.0,23/03/2021,23/03/2021,Satisfactoria,Fabiola Alvarez Paez,FALSE,24/03/2021,12:08 p. m.,11,3463662.81,MXP,11,3463662.81,0,0.0,4,0,4,0,0,3,0,0,0,0,0,0,0,12:8,,5.0,11,0
55482,SA871,SAM MOTORS TORREON  ,34565647,VOLKSWAGEN,Metro Corporativa,1853.0,23/03/2021,23/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,23/03/2021,04:33 p. m.,3,1480888.62,MXP,3,1480888.62,0,0.0,2,0,0,0,0,1,0,0,0,0,0,0,0,8:30,,12.0,3,0
55483,SUR92,SURMAN SATURNO      ,B8408764,BUICK,Metro Corporativa,1853.0,23/03/2021,24/03/2021,Satisfactoria,Fabiola Alvarez Paez,FALSE,25/03/2021,09:04 p. m.,10,12295583.99,MXP,10,12295583.99,0,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,26:17,,12.0,10,0
55484,LIPO2,LIZEN PORSCHE GDL   ,15907962,PORSCHE,Occidente,820.0,23/03/2021,23/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,23/03/2021,11:48 a. m.,1,3207344.29,MXP,1,3207344.29,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,8:30,,12.0,1,0
55485,STE01,STELLA AUTOMOTRIZ,B8036606,PEUGEOT,Sur,816.0,23/03/2021,23/03/2021,Deficiente con Bloqueo,Fabiola Alvarez Paez,TRUE,24/03/2021,11:23 a. m.,10,3024471.45,MXP,8,2401690.77,2,622780.68,7,0,1,0,0,0,0,2,0,0,0,0,0,14:26,,12.0,10,0
55486,STE02,STELLA AUTOMOTRIZ SE,B8036606,PEUGEOT,Sur,816.0,23/03/2021,23/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,23/03/2021,01:57 p. m.,3,869440.0,MXP,3,869440.0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,8:30,3.0,12.0,0,3
55487,CE90X,CENTRO AUTOMOTRIZ L1,12700762,FORD,Metro Corporativa,1853.0,23/03/2021,24/03/2021,Satisfactoria,Fabiola Alvarez Paez,FALSE,25/03/2021,09:27 p. m.,24,17614950.9,MXP,24,17614950.9,0,0.0,0,0,24,0,0,0,0,0,0,0,0,0,0,24:56,,12.0,24,0
55488,MOVA1,MOTO NOVA,17666566,HONDA MOTOS,Occidente,814.0,23/03/2021,24/03/2021,Satisfactoria,Fabiola Alvarez Paez,FALSE,25/03/2021,08:57 p. m.,135,4832543.65,MXP,123,4222870.85,12,609672.8,93,0,8,0,0,22,0,0,0,12,0,0,8,26:59,,12.0,135,0
55489,SADAN,SADO ATLIXCO NUEVOS,A0446042,NISSAN,Sur,816.0,23/03/2021,24/03/2021,Satisfactoria,Fabiola Alvarez Paez,FALSE,25/03/2021,08:39 a. m.,9,3450739.4,MXP,9,3450739.4,0,0.0,7,0,2,0,0,0,0,0,0,0,0,0,0,13:38,,6.0,9,0
55490,MMT56,SEMINUEVO MANS,34565683,PORSCHE,Metro Corporativa,1853.0,23/03/2021,24/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,24/03/2021,12:24 p. m.,2,3859200.0,MXP,2,3859200.0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,8:30,1.0,5.0,0,2
55491,AAZU2,AGUA AZUL MOTORS SA,A3823993,VOLKSWAGEN,Occidente,723.0,23/03/2021,24/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,24/03/2021,12:02 p. m.,6,2527409.61,MXP,6,2527409.61,0,0.0,5,0,0,0,0,1,0,0,0,0,0,0,0,8:30,,12.0,6,0
55492,STN84,S SATURNO SN,B8408764,BUICK,Metro Corporativa,1853.0,23/03/2021,23/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,23/03/2021,04:43 p. m.,1,1149600.0,MXP,1,1149600.0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,8:30,1.0,12.0,0,1
55493,TKLA3,TRACTOCAMIONES KENWO,17955586,KENWORTH,Noreste,815.0,23/03/2021,23/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,23/03/2021,05:02 p. m.,2,5169704.72,MXP,2,5169704.72,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,8:32,,12.0,2,0
55494,BMRHA,MERCEDES BENZ ANGELO,58789844,No Asiganda,Sur,1803.0,23/03/2021,23/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,23/03/2021,10:51 a. m.,4,2534146.36,MXP,4,2534146.36,0,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,8:30,,12.0,4,0
55495,HTDGO,HTDGO HYUNDAI TRUCKS,B8845448,NEOHYUNDAI,Noreste,7698.0,23/03/2021,24/03/2021,Satisfactoria,Edgar Aguilar,FALSE,30/03/2021,09:37 p. m.,15,10923082.99,MXP,15,10923082.99,0,0.0,14,0,1,0,0,0,0,0,0,0,0,0,0,48:40,,12.0,15,0
55496,TAVM3,SUZUKI MORELIA,A8827892,SUZUKI,Occidente,723.0,23/03/2021,23/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,23/03/2021,10:50 a. m.,5,1809938.12,MXP,5,1809938.12,0,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,8:30,,12.0,5,0
55497,SAFS2,SEMI AUT FLOSOL,23722397,MITSUBISHI,Occidente,814.0,23/03/2021,24/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,24/03/2021,12:47 p. m.,3,516800.0,MXP,3,516800.0,0,0.0,1,0,0,0,0,2,0,0,0,0,0,0,0,8:30,0.0,6.0,0,3
55498,SNZMO,GRUPO ZANELLA,20835559,No Asiganda,Noroeste,1830.0,23/03/2021,23/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,23/03/2021,02:38 p. m.,4,1164720.0,MXP,4,1164720.0,0,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,8:30,,6.0,0,4
55499,SEMFO,GRUPO ZANELLA,15763500,No Asiganda,Sur,1803.0,23/03/2021,24/03/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,24/03/2021,12:48 p. m.,8,1423280.0,MXP,8,1423280.0,0,0.0,8,0,0,0,0,0,0,0,0,0,0,0,0,8:30,1.0,5.0,0,8
55500,HYANG,HYUNDAI ANGELOPOLIS,B1395906,HYUNDAI,Sur,816.0,24/03/2021,24/03/2021,Satisfactoria,Edgar Ricardo,FALSE,25/03/2021,09:13 p. m.,30,7595578.39,MXP,0,0.0,30,7595578.39,0,0,0,0,0,0,30,0,0,0,0,0,100,25:18,,5.0,30,0
55501,10068,HONDA ANGELOPOLIS  ,19456978,HONDA,Metro Corporativa,1851.0,24/03/2021,24/03/2021,Satisfactoria,Edgar Ricardo,FALSE,25/03/2021,09:09 p. m.,40,18578867.48,MXP,37,17137141.73,3,1441725.75,34,0,0,0,0,3,2,0,0,1,0,0,7,25:39,,5.0,40,0
